stock_id,sector,business_model,geographic_focus,business_maturity,competitive_position,market_cap_category,revenue_tier,profitability_profile,asset_intensity,financial_strength
US266,Industrials,B2B,International,Mature,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Strong
US267,Finance,B2C,Global,Cyclical,Niche_Specialist,Large,Tier_1,Standard,Moderate,Stable
US268,Consumer_Staples,B2C,Global,Growth,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Stable
US270,Consumer_Staples,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US271,Finance,B2C,International,Cyclical,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US272,Technology,B2B,Domestic,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US273,Consumer_Staples,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US274,Real_Estate,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US275,Energy,B2B,Global,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Stable
US276,Finance,B2C,International,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US277,Technology,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Stable
US278,Consumer_Staples,B2C,Domestic,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US279,Consumer_Staples,B2C,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US280,Industrials,B2B,International,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Stable
US281,Healthcare,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US282,Technology,B2B,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Stable
US283,Consumer_Staples,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Developing
US284,Consumer_Discretionary,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Asset_Light,Strong
US285,Technology,B2B,International,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US286,Consumer_Discretionary,B2C,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US287,Industrials,B2B,Global,Growth,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Strong
US288,Healthcare,B2B,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Strong
US289,Materials,B2B,International,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Stable
US290,Communication,B2B,Domestic,Cyclical,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Strong
US291,Consumer_Discretionary,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Developing
US292,Industrials,B2B,International,Cyclical,Strong_Player,Large,Tier_1,High_Margin,Capital_Intensive,Strong
US293,Finance,B2C,International,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Strong
US294,Consumer_Discretionary,B2C,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Moderate,Strong
US295,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Strong
US296,Materials,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Strong
US297,Finance,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US298,Energy,B2C,International,Cyclical,Strong_Player,Large,Tier_1,Low_Margin,Capital_Intensive,Strong
US299,Finance,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US300,Consumer_Discretionary,B2C,Domestic,Growth,Niche_Specialist,Large,Tier_1,Low_Margin,Capital_Intensive,Developing
US301,Finance,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US302,Materials,B2B,International,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US303,Industrials,B2B,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US304,Finance,B2C,International,Mature,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Strong
US305,Communication,Platform,Domestic,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Developing
US306,Consumer_Staples,B2C,International,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US307,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Large,Tier_1,High_Margin,Capital_Intensive,Strong
US308,Healthcare,B2C,Global,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Strong
US309,Healthcare,B2C,Global,Growth,Strong_Player,Large,Tier_1,Standard,Asset_Light,Strong
US310,Healthcare,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Capital_Intensive,Stable
US311,Communication,Platform,Global,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US312,Finance,B2C,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Capital_Intensive,Stable
US313,Healthcare,B2C,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US314,Consumer_Discretionary,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Asset_Light,Stable
US315,Technology,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Strong
US316,Technology,B2B,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Strong
US317,Technology,Platform,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Strong
US318,Real_Estate,B2B,Domestic,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US319,Healthcare,B2B,Domestic,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US320,Consumer_Discretionary,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US321,Healthcare,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Developing
US322,Consumer_Staples,B2C,International,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US323,Consumer_Staples,B2C,Global,Growth,Niche_Specialist,Large,Tier_1,Standard,Moderate,Stable
US324,Technology,B2B,Global,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US325,Consumer_Staples,B2C,International,Mature,Strong_Player,Large,Tier_1,High_Margin,Moderate,Stable
US326,Finance,B2C,International,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US327,Finance,B2C,International,Mature,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Stable
US328,Materials,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US329,Technology,B2B,Domestic,Growth,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Strong
US330,Finance,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US331,Finance,B2C,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Stable
US332,Technology,Platform,Global,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US333,Communication,B2B,Global,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US334,Materials,B2C,International,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US335,Communication,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US336,Communication,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US337,Utilities,B2B,Global,Cyclical,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Strong
US338,Consumer_Discretionary,B2C,International,Cyclical,Niche_Specialist,Large,Tier_1,Standard,Moderate,Stable
US339,Utilities,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US340,Industrials,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Strong
US341,Industrials,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US342,Finance,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US343,Industrials,B2B,Global,Mature,Strong_Player,Large,Tier_1,Low_Margin,Capital_Intensive,Stable
US344,Consumer_Discretionary,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US345,Utilities,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US346,Materials,B2B,International,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Strong
US347,Technology,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Stable
US348,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US349,Technology,B2B,Domestic,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Stable
US350,Consumer_Discretionary,B2C,Global,Mature,Niche_Specialist,Large,Tier_1,Low_Margin,Asset_Light,Strong
US351,Energy,B2C,Global,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Stable
US352,Industrials,B2B,International,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US353,Communication,B2B,International,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Developing
US354,Technology,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Developing
US355,Energy,B2B,Global,Cyclical,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Strong
US356,Technology,Platform,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Stable
US357,Industrials,B2B,Global,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US358,Industrials,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Stable
US359,Consumer_Discretionary,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Strong
US360,Technology,Platform,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Strong
US361,Technology,Platform,International,Growth,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Developing
US362,Communication,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Strong
US363,Industrials,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Stable
US364,Technology,Platform,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US365,Technology,Platform,Global,Growth,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Stable
US366,Finance,B2C,International,Cyclical,Niche_Specialist,Large,Tier_1,Low_Margin,Capital_Intensive,Strong
US367,Industrials,B2B,International,Growth,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US368,Consumer_Staples,B2C,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US369,Healthcare,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Stable
US370,Utilities,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US371,Consumer_Staples,B2C,Global,Growth,Strong_Player,Large,Tier_1,Low_Margin,Asset_Light,Strong
US372,Energy,B2B,Global,Cyclical,Niche_Specialist,Large,Tier_1,Low_Margin,Capital_Intensive,Strong
US373,Utilities,B2C,Global,Cyclical,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US374,Finance,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US375,Industrials,B2B,Global,Cyclical,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US376,Materials,B2B,Global,Growth,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Strong
US377,Utilities,B2C,International,Cyclical,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Strong
US378,Finance,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Strong
US379,Consumer_Staples,B2C,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Strong
US380,Finance,B2C,International,Cyclical,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Developing
US381,Real_Estate,B2C,International,Mature,Strong_Player,Large,Tier_1,Low_Margin,Moderate,Stable
US382,Finance,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US383,Utilities,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Stable
US384,Technology,Platform,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Stable
US385,Real_Estate,B2B,Global,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US386,Consumer_Discretionary,B2C,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Developing
US387,Industrials,B2B,Domestic,Mature,Strong_Player,Large,Tier_1,Low_Margin,Capital_Intensive,Strong
US388,Technology,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Stable
US389,Healthcare,B2C,Global,Growth,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US390,Consumer_Discretionary,B2C,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US391,Finance,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US392,Industrials,B2B,Global,Cyclical,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US393,Real_Estate,B2B,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Stable
US394,Real_Estate,B2B,Global,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Strong
US395,Healthcare,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Stable
US396,Finance,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Stable
US397,Industrials,B2B,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Capital_Intensive,Stable
US398,Healthcare,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US399,Healthcare,B2C,International,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US400,Industrials,B2B,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Strong
US401,Consumer_Discretionary,B2C,Global,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US402,Technology,Platform,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Stable
US403,Consumer_Discretionary,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US404,Consumer_Discretionary,B2C,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US405,Finance,B2C,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US406,Technology,Platform,International,Growth,Strong_Player,Large,Tier_1,Standard,Asset_Light,Strong
US407,Real_Estate,B2C,Global,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Strong
US408,Energy,B2B,Global,Cyclical,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Stable
US409,Technology,B2B,Global,Growth,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Strong
US410,Utilities,B2B,Domestic,Cyclical,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Strong
US411,Technology,Platform,Global,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Stable
US412,Materials,B2C,International,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US413,Real_Estate,B2B,International,Mature,Niche_Specialist,Large,Tier_1,Standard,Asset_Light,Strong
US414,Technology,B2B,International,Growth,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Developing
US415,Consumer_Staples,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Strong
US416,Consumer_Discretionary,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US417,Industrials,B2B,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US419,Utilities,B2C,Global,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US420,Industrials,B2B,Global,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US421,Industrials,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US422,Consumer_Discretionary,B2C,Domestic,Growth,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Stable
US423,Finance,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US424,Materials,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Asset_Light,Stable
US425,Healthcare,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Strong
US426,Healthcare,B2C,International,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Strong
US427,Technology,B2B,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US428,Finance,B2C,International,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Strong
US429,Technology,Platform,Global,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US430,Consumer_Staples,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US431,Communication,B2B,International,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Developing
US432,Finance,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US433,Communication,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US434,Consumer_Discretionary,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Asset_Light,Stable
US435,Energy,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US436,Consumer_Staples,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Strong
US437,Technology,B2B,International,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US438,Technology,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US439,Technology,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Strong
US440,Consumer_Discretionary,B2C,Global,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US441,Technology,B2B,Global,Growth,Strong_Player,Large,Tier_1,Standard,Asset_Light,Strong
US442,Energy,B2B,International,Cyclical,Niche_Specialist,Mid,Tier_2,Low_Margin,Capital_Intensive,Strong
US443,Industrials,B2B,Domestic,Cyclical,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Stable
US444,Healthcare,B2C,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Stable
US445,Consumer_Discretionary,B2C,Global,Cyclical,Strong_Player,Large,Tier_1,Low_Margin,Capital_Intensive,Strong
US446,Communication,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US447,Communication,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Stable
US448,Consumer_Discretionary,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Developing
US449,Industrials,B2B,Domestic,Cyclical,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Strong
US450,Industrials,B2B,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Developing
US451,Finance,B2C,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US452,Technology,B2B,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US453,Finance,B2C,Global,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US454,Technology,Platform,International,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Developing
US455,Consumer_Staples,B2C,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US456,Finance,B2C,International,Growth,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US457,Technology,Platform,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Stable
US458,Real_Estate,B2B,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US459,Consumer_Discretionary,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US460,Industrials,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,Low_Margin,Capital_Intensive,Stable
US461,Industrials,B2B,International,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US462,Industrials,B2B,International,Cyclical,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Strong
US463,Industrials,B2B,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Capital_Intensive,Stable
US464,Healthcare,B2C,Global,Mature,Strong_Player,Large,Tier_1,Standard,Asset_Light,Strong
US465,Healthcare,B2C,Global,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US466,Energy,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Developing
US467,Real_Estate,B2B,Global,Growth,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Developing
US469,Technology,Platform,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Developing
US470,Industrials,B2B,Domestic,Cyclical,Niche_Specialist,Mid,Tier_2,High_Margin,Moderate,Stable
US471,Communication,B2C,Global,Mature,Strong_Player,Large,Tier_1,Standard,Capital_Intensive,Stable
US472,Healthcare,B2B,Domestic,Growth,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US473,Healthcare,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Stable
US474,Real_Estate,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US475,Finance,B2C,International,Mature,Niche_Specialist,Large,Tier_1,Standard,Moderate,Strong
US476,Utilities,B2B,Global,Mature,Niche_Specialist,Large,Tier_1,Low_Margin,Capital_Intensive,Strong
US477,Materials,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Low_Margin,Moderate,Stable
US478,Finance,B2C,International,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US479,Industrials,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US480,Industrials,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Strong
US481,Healthcare,B2C,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Developing
US482,Consumer_Staples,B2C,International,Cyclical,Strong_Player,Large,Tier_1,Standard,Asset_Light,Stable
US483,Communication,B2B,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Stable
US484,Communication,B2B,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US485,Industrials,B2B,Global,Growth,Strong_Player,Large,Tier_1,High_Margin,Moderate,Stable
US486,Healthcare,B2C,International,Growth,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Strong
US487,Utilities,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US488,Finance,B2C,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Asset_Light,Stable
US489,Real_Estate,B2C,Global,Mature,Strong_Player,Large,Tier_1,High_Margin,Moderate,Strong
US490,Healthcare,B2C,Domestic,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US491,Technology,B2B,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Developing
US492,Real_Estate,B2B,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US493,Consumer_Discretionary,B2C,International,Cyclical,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US494,Energy,B2B,International,Cyclical,Niche_Specialist,Large,Tier_1,Low_Margin,Capital_Intensive,Strong
US495,Finance,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Strong
US496,Technology,Platform,International,Growth,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Stable
US497,Consumer_Discretionary,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US498,Utilities,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Low_Margin,Capital_Intensive,Stable
US499,Industrials,B2B,Global,Mature,Niche_Specialist,Mid,Tier_2,Standard,Moderate,Stable
US500,Consumer_Discretionary,B2C,International,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US501,Communication,B2B,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Stable
US502,Technology,Platform,Global,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Stable
US503,Technology,Platform,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Stable
US504,Technology,Platform,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Stable
US505,Technology,Platform,Global,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US506,Technology,Platform,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Stable
US507,Technology,Platform,International,Mature,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Stable
US508,Communication,B2B,Domestic,Mature,Strong_Player,Large,Tier_1,Standard,Moderate,Strong
US509,Technology,Platform,Domestic,Growth,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Developing
US510,Technology,Platform,Domestic,Mature,Strong_Player,Large,Tier_1,High_Margin,Asset_Light,Strong
US511,Technology,Platform,Domestic,Mature,Strong_Player,Small,Tier_3,Standard,Moderate,Developing
US512,Technology,Platform,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Developing
US513,Technology,Platform,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Strong
US514,Technology,Platform,International,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Strong
US515,Healthcare,B2C,Domestic,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Capital_Intensive,Stable
US516,Healthcare,B2C,Global,Mature,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US517,Consumer_Discretionary,Platform,Global,Mature,Strong_Player,Large,Tier_1,Standard,Asset_Light,Strong
US518,Communication,B2B,International,Growth,Niche_Specialist,Large,Tier_1,Standard,Capital_Intensive,Strong
US519,Technology,Platform,International,Mature,Niche_Specialist,Mid,Tier_2,High_Margin,Asset_Light,Stable
US520,Consumer_Discretionary,B2C,Global,Cyclical,Strong_Player,Mid,Tier_2,Low_Margin,Moderate,Stable
US521,Finance,B2C,Global,Growth,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US522,Technology,Platform,International,Mature,Niche_Specialist,Mid,Tier_2,Standard,Asset_Light,Stable
US524,Healthcare,B2C,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Moderate,Stable
US525,Technology,B2B,Domestic,Mature,Strong_Player,Mid,Tier_2,High_Margin,Asset_Light,Stable
US526,Finance,B2C,International,Mature,Strong_Player,Mid,Tier_2,Standard,Capital_Intensive,Developing
US527,Finance,B2C,International,Cyclical,Strong_Player,Mid,Tier_2,Standard,Asset_Light,Developing
US528,Consumer_Staples,B2C,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Developing
US529,Healthcare,B2C,Global,Growth,Strong_Player,Mid,Tier_2,Standard,Moderate,Strong
US532,Technology,B2B,Global,Growth,Niche_Specialist,Large,Tier_1,High_Margin,Moderate,Strong
US535,Finance,B2C,Domestic,Growth,Niche_Specialist,Mid,Tier_2,Standard,Capital_Intensive,Stable
